px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-1.63994	10.0398	5.27674	-1.95037	0.232809	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	0.010101
-1.72717	9.81117	5.21253	-1.94334	0.207677	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.0491803
-1.78398	9.59507	5.12777	-1.91537	0.23968	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.010101
-1.90423	9.33793	5.24605	-1.90896	0.259612	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	0.0491803
-1.98125	9.04001	5.3141	-1.88372	0.278616	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	0.010101
-2.0652	8.82116	5.19861	-1.8944	0.195035	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	0.0491803
-2.15931	8.56853	5.22309	-1.89129	0.182882	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.010101
-2.30407	8.30826	5.3123	-1.91994	0.113732	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	0.0491803
-2.32719	8.08224	5.20034	-1.87696	0.179508	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.010101
-2.37702	7.87575	5.08499	-1.8618	0.179188	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	0.0491803
-2.50158	7.62094	5.16293	-1.88262	0.127578	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.010101
-2.68686	7.37922	5.20529	-1.96411	-0.0801284	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	0.0491803
-2.79452	7.12631	5.23572	-1.97075	-0.0848929	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.010101
-2.83443	6.89469	5.19571	-1.91539	0.0739443	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	0.0491803
-2.85889	6.69805	5.03672	-1.88379	0.117096	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	0.010101
-2.90883	6.48478	4.89612	-1.88906	0.0407369	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	0.0491803
-2.96267	6.25307	4.86711	-1.87466	0.0606977	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.010101
-3.08964	5.99848	5.00248	-1.88859	0.0595005	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	0.0491803
-3.18295	5.71811	5.09693	-1.88999	0.0503896	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	0.010101
-3.298	5.46719	5.11723	-1.92806	-0.070168	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	0.0491803
-3.40555	5.20268	5.18547	-1.93827	-0.0811086	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.010101
-3.46248	4.95792	5.17411	-1.90063	0.0396387	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.0491803
-3.59039	4.66878	5.31658	-1.91499	0.0175962	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	0.010101
-3.7	4.41329	5.32605	-1.94532	-0.0890614	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	0.0491803
-3.84772	4.13286	5.45856	-1.96783	-0.111326	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	0.010101
-3.91697	3.89515	5.40198	-1.93009	0.0303503	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	0.0491803
-3.98207	3.67029	5.3051	-1.92095	0.0355782	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.010101
-4.07333	3.47706	5.1775	-1.9452	-0.0575159	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	0.0491803
-4.16578	3.23353	5.18021	-1.94666	-0.05555	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.010101
-4.28158	2.97563	5.24095	-1.9651	-0.105937	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.0491803
-4.37759	2.69566	5.3161	-1.96182	-0.0899247	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	0.010101
-4.46056	2.44654	5.3	-1.94367	-0.0149329	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.0491803
-4.56809	2.17497	5.36983	-1.94298	-0.00759567	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.010101
-4.67273	1.95448	5.31824	-1.98584	-0.172168	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	0.0491803
-4.79656	1.67067	5.43118	-1.98981	-0.155637	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	0.010101
-4.91659	1.42295	5.44644	-2.00586	-0.182908	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.0491803
-4.97481	1.20251	5.31896	-2.00499	-0.182825	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	0.010101
-5.0642	0.996907	5.19552	-1.99995	-0.122088	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	0.0491803
-5.12345	0.774249	5.11094	-1.9956	-0.116367	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	0.010101
-5.22086	0.461933	5.29576	-1.98104	-0.0904768	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	0.0491803
-5.29496	0.225642	5.24944	-1.97773	-0.0828014	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	0.010101
-5.40338	-0.010692	5.21158	-1.96153	0.0143658	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	0.0491803
-5.47036	-0.245831	5.17021	-1.9524	0.0240795	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	0.010101
-5.59291	-0.403004	5.02699	-2.00026	-0.0993116	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	0.0491803
-5.72965	-0.573933	4.92833	-2.03642	-0.157854	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	0.010101
-5.84768	-0.798737	5.01502	-2.07525	-0.289891	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	0.0491803
-5.94462	-1.0902	5.14978	-2.05205	-0.214033	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	0.010101
-6.03027	-1.37468	5.23555	-2.02352	-0.12967	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	0.0491803
-6.17238	-1.57516	5.18431	-2.05453	-0.176759	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	0.010101
-6.32102	-1.80623	5.30254	-2.10604	-0.334051	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	0.0491803
-6.42985	-2.06967	5.35761	-2.09616	-0.282772	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.010101
-6.58179	-2.25987	5.24043	-2.12076	-0.271226	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	0.0491803
-6.73597	-2.46615	5.22106	-2.14792	-0.296969	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.010101
-6.89452	-2.66972	5.19796	-2.17348	-0.312948	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	0.0491803
-6.97773	-2.96846	5.3105	-2.12262	-0.183953	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	0.010101
-7.10304	-3.19552	5.25892	-2.11392	-0.124293	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.0491803
-7.22819	-3.38162	5.18189	-2.13322	-0.152198	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	0.010101
-7.37054	-3.64189	5.25847	-2.12259	-0.113366	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	0.0491803
-7.54037	-3.74874	5.07397	-2.19566	-0.24484	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	0.010101
-7.68775	-3.95405	5.10157	-2.21138	-0.262452	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.0491803
-7.83489	-4.19814	5.16696	-2.20241	-0.218646	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.010101
-7.98444	-4.41982	5.17944	-2.20321	-0.194975	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.0491803
-8.13857	-4.67345	5.25594	-2.19123	-0.151756	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	0.010101
-8.26939	-4.88371	5.12562	-2.17111	-0.0574012	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	0.0491803
-8.39359	-5.10732	5.13159	-2.15847	-0.0285139	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.010101
-8.54158	-5.26635	4.99203	-2.1785	-0.0422508	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	0.0491803
-8.73355	-5.45794	5.00911	-2.21045	-0.0962985	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	0.010101
-8.89317	-5.65594	5.01882	-2.222	-0.110155	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.0491803
-9.04854	-5.83869	4.99686	-2.23694	-0.127975	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.010101
